Lead_ID,Lead_Date,Industry,State,Employee_Count,Lead_Source,Campaign_Type,Sales_Rep_Interactions,Previous_Interactions,Days_Since_Last_Interaction,Website_Visits,Pages_Viewed,Email_Opens,Email_Clicks,Content_Downloads,Demo_Attended,Estimated_Budget,Estimated_Deal_Value,Decision_Maker,Contact_Requests,Product_Page_Visits,Trial_Started,Converted,Conversion_Date
L014480,5/15/2025,Financial Services,Tamil Nadu,32,google ads,Free trial,3,7,46,,33,12,1,2,Yes,61000,45000,No,0,2,No,0,
L002415,10/7/2024,IT Services,Haryana,183,Webinar,Product Demo,1,1,30,7,12,12,,2,No,132000,165000,No,0,3,No,0,
L010815,3/31/2025,Financial Services,Punjab,16,Website,Webinar,5,8,25,21,,9,2,4,No,56000,80000,No,0,,No,0,
L000307,6/23/2025,Financial Services,Maharashtra,37,Email Campaign,Product Demo,,7,23,39,88,11,,4,Yes,67000,60000,No,0,8,No,1,7/28/2025
L013432,8/31/2024,Retail,Gujarat,64,LinkedIn,Free Trial,3,4,27,23,,9,1,5,Yes,86000,70000,Yes,0,14,No,1,10/20/2024
L006071,15/07/2025,Education,Tamil Nadu,115,Email Campaign,Content Marketing,7,13,35,10,25,10,4,,No,78000,115000,No,1,2,No,0,
L011291,12/24/2024,Professional Services,Rajasthan,49,Google Ads,Product Demo,6,8,19,38,55,8,2,9,Yes,60000,,No,2,7,Yes,1,1/9/2025
L014566,9/20/2025,Logistics,Kerala,49,Email Campaign,WEBINAR,3,7,24,14,32,11,2,3,No,69000,,No,1,5,No,0,
L018536,2/19/2024,Logistics,Madhya Pradesh,11,Referral,Product Demo,,3,37,24,33,11,3,3,No,49000,75000,No,1,4,No,1,4/20/2024
L003039,5/30/2025,IT Services,Kerala,13,Website,Content Marketing,6,5,31,34,47,11,2,4,Yes,51000,60000,No,1,11,No,0,
L011127,10/28/2025,Real Estate,Gujarat,51,Email Campaign,product demo,,5,,23,46,12,4,3,Yes,76000,105000,No,0,15,Yes,0,
L000142,7/27/2024,Logistics,Karnataka,346,Email Campaign,Content Marketing,6,7,9,45,101,14,3,7,Yes,151000,210000,Yes,2,22,Yes,1,8/10/2024
L015659,11/27/2025,Professional Services,Karnataka,231, WEBSITE,Webinar,4,9,35,,32,13,3,3,No,148000,220000,No,1,6,No,0,
L017915,1/14/2025,Financial Services,Karnataka,4,Referral,Webinar,4,10,33,14,22,,3,3,No,46000,,No,0,7,No,0,
L013405,9/5/2025,Education,Telangana,14,Website,Product Demo,5,10,43,18,40,6,2,4,No,50000,45000,No,0,7,No,0,
L001436,11/6/2024,IT Services,Rajasthan,166,Referral,Content Marketing,4,3,26,38,84,11,2,5,Yes,111000,120000,No,0,12,Yes,1,12/3/2024
L007744,1/2/2024,Retail,Maharashtra,176,Webinar,Enterprise Outreach,3,8,13,36,58,9,3,2,Yes,120000,95000,Yes,1,8,No,1,1/29/2024
L002559,2/1/2025,Manufacturing,Karnataka,56,Website,Product Demo,1,5,39,4,9,12,3,0,No,70000,65000,No,0,1,No,0,
L002698,8/3/2024,Financial Services,Telangana,380,LinkedIn,Product Demo,4,11,14,19,36,10,3,2,Yes,235000,315000,Yes,0,5,No,1,9/4/2024
L015458,1/31/2026,Financial Services,Odisha,20,LinkedIn,Free Trial,0,,36,9,,5,1,1,Yes,55000,70000,Yes,1,3,No,1,3/11/2026
L019631,7/17/2026,IT Services,West Bengal,119,Google Ads,Content Marketing,7,13,2,54,97,16,4,9,Yes,102000,80000,No,2,13,Yes,1,7/28/2026
L007651,8/20/2025,Retail,West Bengal,16,Website,Product Demo,5,13,22,,46,8,1,3,No,51000,60000,No,0,7,No,0,
L010006,1/26/2025,IT Services,Kerala,44,LinkedIn,Webinar,2,3,41,32,56,9,2,5,No,66000,95000,No,1,20,Yes,0,
L019673,4/4/2025,IT Services,Rajasthan,47,Email Campaign,webinar,4,5,29,10,21,7,2,2,No,75000,85000,No,0,2,No,0,
L009258,2/21/2024,IT Services,Uttar Pradesh,111,Email Campaign,content marketing,3,5,36,18,24,8,3,3,No,119000,100000,Yes,1,8,No,0,
L001556,8/26/2026,Telecommunications,West Bengal,30,Webinar,Free Trial,6,11,27,34,68,11,2,6,Yes,59000,65000,No,1,17,Yes,1,10/9/2026
L002086,1/20/2024,Retail,Kerala,13,LinkedIn,Webinar,2,3,18,31,76,9,2,4,Yes,50000,35000,No,0,12,No,0,
L006362,2/26/2024,Healthcare,West Bengal,20,LinkedIn,Enterprise Outreach,9,10,17,60,122,7,2,8,Yes,51000,45000,No,2,30,Yes,1,4/7/2024
L019746,7/13/2025,IT Services,West Bengal,56,Website,Webinar,4,6,20,20,36,10,4,4,No,74000,65000,Yes,0,12,Yes,0,
L004184,2/10/2024,Telecommunications,Tamil Nadu,41,,Free Trial,6,11,18,44,102,11,1,8,Yes,64000,60000,No,2,17,Yes,1,2/29/2024
L002892,10/4/2025,IT Services,Tamil Nadu,43,Website,Product Demo,2,7,30,,31,10,1,2,Yes,71000,70000,No,1,5,No,1,11/20/2025
L010542,6/21/2024,Healthcare,Delhi,32,Website,Enterprise Outreach,6,4,34,25,,7,3,2,Yes,58000,60000,No,2,4,Yes,0,
L000355,8/23/2026,IT Services,Madhya Pradesh,26,Partner,Enterprise outreach ,4,4,40,2,1,6,1,0,Yes,63000,95000,No,0,1,No,0,
L014044,4/30/2024,Logistics,Andhra Pradesh,475,LinkedIn,Content Marketing,2,8,38,12,19,8,2,,No,,235000,Yes,0,2,No,0,
L009511,4/13/2025,Education,Telangana,31,Website,Webinar,2,3,28,20,33,7,2,4,Yes,64000,70000,No,1,11,Yes,1,6-Jun-25
L015765,2/2/2026,IT Services,Odisha,67,Webinar,Content Marketing,4,6,41,14,33,9,3,2,Yes,99000,100000,Yes,1,,Yes,0,
L009887,7/18/2025,Retail,West Bengal,26,Linkedin ,Content Marketing,1,3,36,13,26,12,1,1,No,52000,80000,No,0,4,No,0,
L017448,22-11-2024,Retail,Uttar Pradesh,100,Website,Free Trial,3,6,24,4,13,12,4,1,No,66000,90000,No,0,1,No,0,
L017892,2/5/2025,Healthcare,Karnataka,132,Referral,Product Demo,5,9,21,2,8,11,3,1,Yes,85000,70000,No,0,0,Yes,0,
L015314,9/11/2025,Retail,Tamil Nadu,28,Email Campaign,Product Demo,0,0,47,4,7,11,2,1,No,53000,50000,No,0,3,No,0,
L010903,3/2/2024,Retail,Rajasthan,32,Referral,Content Marketing,2,0,29,11,26,12,,1,Yes,51000,45000,Yes,0,5,No,0,
L011157,3/8/2024,IT Services,Madhya Pradesh,104,LinkedIn,Free Trial,0,0,46,4,13,8,2,1,No,89000,135000,Yes,0,2,Yes,1,4/29/2024
L007085,4/12/2025,Telecommunications,Rajasthan,15,Website,Webinar,2,6,15,6,10,12,1,0,Yes,52000,50000,No,0,2,No,0,
L010880,12/16/2025,Education,tamil nadu,7,Website, Webinar,4,6,32,22,57,9,3,2,Yes,47000,40000,Yes,1,9,Yes,0,
L001013,5/20/2025,Healthcare,Punjab,43,LinkedIn,Product Demo,4,3,35,12,36,8,2,3,Yes,61000,50000,No,2,3,No,1,6/28/2025
L017028,11/7/2025,Manufacturing,Maharashtra,9,Email Campaign,Content Marketing,,0,40,22,56,,1,4,No,51000,45000,Yes,0,10,No,0,
L010484,4/10/2024,IT Services,Maharashtra,121,Email Campaign,Content Marketing,7,18,12,-32,78,13,5,3,Yes,87000,,No,2,21,Yes,1,4/25/2024
L008194,4/3/2025,Logistics,Andhra Pradesh,40,Website,Product Demo ,2,1,28,22,36,10,3,,No,,70000,No,0,6,No,1,5/25/2025
L017528,10/20/2024,Professional Services,Madhya Pradesh,70,Website,Product Demo,8,11,23,18,26,12,3,3,No,74000,100000,No,1,3,Yes,1,11/25/2024
L012208,2/4/2025,Financial Services,Punjab,102,Website ,Webinar,,2,17,21,37,,1,3,No,110000,140000,No,0,8,No,0,
L018140,1/24/2024,Professional Services,Kerala,6,Email Campaign,Webinar,0,4,44,5,8,9,1,1,No,49000,70000,Yes,0,2,No,0,
L000662,7/15/2024,Manufacturing,Gujarat ,185,Website,Content Marketing,6,12,,27,60,11,3,4,Yes,130000,160000,Yes,1,10,No,1,8/4/2024
L002722,5/12/2024,Logistics,West Bengal,55,LinkedIn,Webinar,4,4,63,3,6,7,2,1,No,68000,65000,Yes,0,1,No,0,
L012335,8/3/2026,Healthcare,Gujarat,14,Webinar,Free Trial,5,6,15,14,36,11,3,2,No,51000,35000,Yes,0,9,No,0,
L007555,9/29/2024,Retail,Tamil Nadu,111,LinkedIn,Product Demo,,8,,2,4,7,2,1,No,,55000,No,0,1,No,0,
L008710,6/11/2025,Financial Services,Tamil Nadu,51,Partner,Product Demo,3,8,38,18,52,11,1,5,Yes,81000,60000,Yes,2,8,No,1,7/14/2025
L012367,1/18/2026,Professional Services,Punjab,144,Website,Free Trial,3,6,114,7,18,8,3,2,No,94000,95000,No,0,4,No,0,
L011169,7/13/2025,Logistics,Maharashtra,84,GOOGLE ADS,Free Trial,3,2,,20,51,12,2,4,Yes,87000,130000,No,1,9,Yes,1,8/15/2025
L010582,9/12/2024,Retail,Tamil Nadu,78,Google Ads,Enterprise Outreach,2,7,58,578,26,11,2,3,No,74000,105000,Yes,0,2,No,1,11/7/2024
L007175,11/15/2024,Financial Services,Haryana,27,Website,Webinar,4,7,42,21,50,7,3,6,Yes,58000,80000,Yes,3,,Yes,1,12/10/2024
L018868,12/4/2024,Education,Tamil Nadu,19,Google Ads,Content Marketing,6,15,32,10,22,6,2,3,No,51000,35000,No,0,4,No,0,
L010377,4/16/2024,Professional Services,Karnataka,44,Google Ads,Enterprise Outreach,4,7,28,39,58,8,3,6,Yes,61000,75000,No,0,10,No,1,5/28/2024
L011838,5/3/2026,Real Estate,Kerala,308,LinkedIn,Product Demo,4,4,40,11,19,10,3,3,Yes,,135000,Yes,0,5,No,0,
L005769,7/4/2026,Professional Services,Delhi,51,Google Ads,Content Marketing,2,5,33,543,13,6,1,1,No,72000,,No,0,,No,0,
L014568,8/15/2026,Professional Services,West Bengal,35,Webinar,,2,1,48,6,7,8,2,1,No,70000,100000,No,0,4,No,0,
L016639,14-11-2025,Telecommunications,Gujarat,135,LinkedIn,Product Demo,3,3,29,24,29,12,1,3,No,88000,75000,Yes,1,7,No,0,
L017972,12/8/2025,Logistics,Tamil Nadu,217,Partner,Content Marketing,4,9,26,31,54,9,3,4,Yes,109000,125000,No,1,16,Yes,1,12/27/2025
L003023,12/28/2025,Professional Services,West Bengal,42,Website,Webinar,1,1,48,3,12,7,2,1,Yes,68000,85000,No,0,1,No,0,
L016007,1/13/2026,IT Services,Karnataka,216,Website,Content marketing ,4,,35,0,4,6,2,1,No,165000,200000,No,1,1,No,0,
L003043,1/10/2026,Healthcare,Delhi,3,Website,Content Marketing,1,0,25,16,35,,2,4,No,,50000,No,0,5,No,0,
L010168,2/5/2025,Real Estate,Maharashtra,344,LinkedIn,Content Marketing,0,1,30,16,38,11,2,1,No,186000,120000,No,0,6,No,0,
L007132,6/24/2024,IT Services,Delhi,279,Referral,Enterprise Outreach,4,9,28,17,42,11,1,3,No,290000,415000,Yes,0,8,No,1,7/31/2024
L011233,5/4/2026,Financial Services,Telangana,232,LinkedIn,Content Marketing,6,14,,31,65,13,5,3,Yes,167000,180000,No,2,12,Yes,1,5/15/2026
L018873,8/13/2025,Education,Haryana,7,Website,Free Trial,4,9,25,10,22,11,3,2,No,47000,40000,No,0,3,No,0,
L000098,10/26/2025,Manufacturing,Telangana,18,Partner,Product Demo,4,10,14,38,81,9,1,9,Yes,58000,,No,0,11,Yes,0,
L007400,2/29/2024,Real Estate,Andhra Pradesh,113,Email Campaign,Webinar,2,2,51,12,22,7,0,3,No,71000,50000,No,0,4,No,0,
L018564,12/9/2025,Manufacturing,Tamil Nadu,34,Website,Product Demo,4,7,30,28,58,8,2,4,Yes,56000,40000,Yes,1,,No,1,1/26/2026
L016569,7/1/2026,Retail,Madhya Pradesh,25710,Partner,Enterprise Outreach,2,4,41,,10,11,3,0,Yes,48000,55000,No,0,1,No,0,
L000121,3/3/2025,Healthcare,Delhi,69,LinkedIn,Product Demo,4,6,44,26,41,11,1,3,Yes,83000,90000,No,1,10,No,0,
L016172,6/25/2026,Telecommunications,,30,Website,Content Marketing,4,6,26,24,35,11,4,6,Yes,82000,120000,No,1,4,No,0,
L002744,2/7/2025,Retail,Rajasthan,51,Google Ads,Enterprise Outreach,3,4,23,12,21,9,3,4,Yes,66000,45000,No,0,2,Yes,0,
L006528,1/12/2026,Retail,Gujarat,18,Partner,Enterprise Outreach,4,6,48,6,8,6,3,2,No,52000,55000,No,1,2,No,0,
L001678,7/6/2026,Telecommunications,Haryana,15,Partner,Content Marketing,4,5,23,23,48,6,1,2,No,56000,65000,Yes,1,6,No,0,
L000215,12/18/2025,Healthcare,Maharashtra,79,Webinar,CONTENT MARKETING,3,6,28,60,102,11,2,11,Yes,79000,,No,2,16,Yes,1,1/15/2026
L011819,8/23/2024,Retail,Karnataka,91,Referral,Content Marketing,4,8,30,6,14,10,,2,Yes,88000,95000,No,0,2,No,0,
L017420,12/31/2025,Manufacturing,Delhi,35,Website,Free Trial,5,5,33,24,40,13,2,6,Yes,63000,,No,0,6,No,0,
L008567,7/10/2024,Manufacturing,Telangana,31,Webinar,Free Trial,0,5,47,7,16,6,2,1,No,63000,65000,No,0,2,No,0,
L000313,9/30/2024,Manufacturing,Kerala,20,Referral,Free trial ,5,6,23,28,44,10,-16,3,No,52000,40000,No,2,7,No,0,
L011258,11/23/2025,Telecommunications,Haryana,63,Referral,Content Marketing,4,8,34,24,49,8,3,5,Yes,108000,150000,No,1,8,No,1,12/28/2025
L018860,10/1/2024,Manufacturing,Madhya Pradesh,36,Google Ads,Content Marketing,1,3,27,6,10,5,2,1,No,61000,75000,No,0,3,No,1,11/23/2024
L016136,8/21/2025,Real Estate,Kerala,50,Email Campaign,Product Demo,2,4,52,419,19,9,1,1,No,66000,100000,No,0,2,No,0,
L002279,11/11/2024,Professional Services,Karnataka,15,LinkedIn,Product Demo,6,4,26,57,140,12,2,4,Yes,51000,50000,No,1,,No,0,
L006553,9/10/2025,Education,Rajasthan,58,Webinar,Product Demo,5,10,27,17,26,10,2,4,Yes,62000,85000,No,0,10,No,1,10/7/2025
L015236,3/26/2026,Manufacturing,Gujarat,8,Website,Webinar,3,7,24,21,41,7,1,2,No,49000,70000,Yes,0,8,No,1,5/21/2026
L015468,1/4/2024,Financial Services,Kerala,26,Website,Product Demo,7,15,30,43,104,14,3,4,Yes,62000,40000,Yes,1,12,No,1,1/20/2024
L019002,12/16/2024,Healthcare,Gujarat,48,linkedin,Content Marketing,3,6,26,18,32,10,3,3,Yes,65000,75000,No,0,9,Yes,0,
L011286,3/8/2025,Professional Services,West Bengal,93, webinar,Content Marketing,3,3,46,9,31,7,2,,No,88000,105000,No,1,3,No,0,
L006716,9/24/2024,Retail,Kerala,114,Partner,Content Marketing,6,15,,47,77,10,1,,Yes,98000,120000,No,2,19,Yes,1,10/6/2024
L011141,12/4/2025,Professional Services,Rajasthan,109,LinkedIn,Product Demo,4,7,,10,16,8,1,1,No,89000,125000,No,0,,No,0,
L000408,6/28/2026,Manufacturing,Madhya Pradesh,17078,Referral,Content Marketing,4,4,,,12,14,4,2,Yes,102000,135000,Yes,0,2,No,0,
L008580,3/8/2025,Healthcare,Tamil Nadu,11,Email Campaign,Content Marketing,5,4,44,29,50,5,1,5,Yes,49000,75000,Yes,0,16,No,1,5/6/2025
L001233,12/3/2024,Manufacturing,Karnataka,28,Referral,Webinar,1,1,39,7,20,13,3,1,No,60000,65000,Yes,1,,No,0,
L008805,1/5/2026,Telecommunications,West Bengal,102,Webinar,Product Demo,2,4,19,41,,8,2,7,No,69387666,100000,No,0,15,Yes,0,
L008646,6/14/2026,Education,Tamil Nadu,54,Referral,Free Trial,5,2,28,21,45,12,4,3,Yes,61000,75000,No,0,13,No,0,
L006691,1/17/2025,,Maharashtra,109,Website,Product Demo,5,11,39,,22,11,2,1,Yes,87000,115000,No,0,2,No,0,
L002964,12/1/2025,IT Services,Kerala,39,Webinar,Content Marketing,8,13,12,60,73,5,0,41,Yes,66000,60000,No,1,37,Yes,1,12/18/2025
L001161,6/1/2025,Professional Services,Karnataka,40,LinkedIn,Content Marketing,5,11,48,13,16,10,3,2,No,58000,85000,No,0,23,No,0,
L000998,5/13/2025,Retail,Madhya Pradesh,180,Website,Product Demo,4,7,108,31,72,13,3,3,Yes,109000,105000,No,2,13,No,1,6/29/2025
L011032,10/1/2024,Financial Services,West Bengal,28,Website,Enterprise Outreach,,2,203,9,15,8,2,,Yes,65000,45000,No,1,2,Yes,0,
L019914,9/17/2025,IT Services,Andhra Pradesh,92,Google Ads,Webinar,1,4,36,3,8,33,2,0,Yes,87000,115000,No,0,1,Yes,0,
L008550,12/11/2024,Financial Services,Rajasthan,20,Email Campaign,Product Demo,3,2,,14,14,6,0,3,No,59000,90000,No,1,8,No,0,
L002000,1/21/2025,Telecommunications,Gujarat,107,Google Ads,Enterprise Outreach,3,6,33,18,44,11,2,2,No,130000,115000,Yes,0,9,No,1,3/24/2025
L005305,6/20/2026,Healthcare,West Bengal,11,Website,Enterprise Outreach,0,4,38,5,8,8,,0,No,49000,75000,No,0,1,No,0,
L016206,7/20/2025,Financial Services,Punjab,20,Google Ads,Webinar,3,5,32,3,8,9,3,1,No,65000,45000,No,2,1,No,0,
L007781,7/13/2026,IT Services,Madhya Pradesh,45,Google Ads,Enterprise Outreach,2,2,43,10,15,9,21,3,No,,65000,No,0,4,Yes,1,9/10/2026
L009556,7/29/2026,Retail,Uttar Pradesh,31,Email Campaign,Webinar,0,2,42,11,19,5,2,2,No,55000,55000,No,0,3,No,0,
L001722,6/3/2025,Logistics,Gujarat,86,Webinar,Free Trial,,16,5,29,69,9,4,2,Yes,67000,65000,Yes,2,7,No,1,6/14/2025
L002162,6/17/2026,Manufacturing,Telangana,26,Referral,Product Demo,2,,34,9,25,8,1,2,No,55000,55000,No,0,5,No,0,
L014728,5/21/2024,Logistics,Punjab,5,Google Ads,Product Demo,3,5,29,9,23,6,2,2,No,46000,45000,No,0,4,No,0,
L016637,7/22/2026,Real Estate,Delhi,7,Email Campaign,Free Trial,4,9,29,18,25,5,1,3,Yes,,65000,No,1,3,No,1,10/13/2026
L016974,1/18/2024,Manufacturing,Karnataka,21,Email Campaign,Free trial ,3,7,28,,40,11,3,,No,,90000,Yes,0,5,No,0,
L003921,7/10/2025,Logistics,Gujarat,17,Partner,Product Demo,2,4,42,3,3,11,2,1,No,49000,45000,No,0,1,No,0,
L012905,11/15/2025,Real Estate,Kerala,41,Referral,Product Demo,5,12,24,4,13,9,3,0,No,76000,80000,No,0,1,No,0,
L014759,7/13/2024,Financial Services,Uttar Pradesh,6,LinkedIn,Webinar,4,5,43,20,29,7,1,5,No,49000,45000,Yes,0,4,No,1,9/12/2024
L003523,3/28/2024,IT Services,Maharashtra,123,Email Campaign,Product Demo,4,5,29,14,30,,3,2,Yes,121000,185000,No,0,4,No,0,
L009643,3/29/2026,Manufacturing,Haryana ,6,Email Campaign,Product Demo,4,8,42,35,59,10,,5,No,47000,40000,Yes,1,5,No,0,
L002409,6/24/2026,Education,Telangana,46,LinkedIn,Free Trial,2,4,38,,22,6,2,4,No,60000,70000,Yes,0,7,No,0,
L012601,11/11/2024,IT Services,Telangana,98,Referral,Free Trial,6,7,21,60,140,8,2,9,Yes,88000,,No,0,14,Yes,1,12/7/2024
L013396,2/22/2025,Manufacturing,West Bengal,351,REFERRAL,Product Demo,1,0,37,4,10,13,2,1,No,186000,200000,Yes,0,1,No,1,4/21/2025
L008579,7/20/2024,Financial Services,Tamil Nadu,5,LinkedIn,Product Demo,5,3,39,22,49,8,3,0,No,47000,65000,No,2,9,Yes,1,9/3/2024
L015220,12/22/2025,IT Services,Odisha,246,LinkedIn,Content Marketing,3,6,34,18,39,5,2,3,No,,105000,Yes,0,8,No,1,19-Feb-26
L000181,7/1/2026,Education,Tamil Nadu,51,LinkedIn,Content Marketing,,8,25,23,41,6,,5,Yes,58000,85000,No,0,6,No,1,8/3/2026
L016495,2/13/2024,Healthcare,Delhi,178,Referral,Content Marketing,6,7,,60,79,13,5,12,No,115000,150000,Yes,1,22,No,1,2/29/2024
L007614,5/13/2024,Real Estate,West Bengal,129,Partner,Enterprise Outreach,5,6,27,25,49,10,54,4,Yes,82000,115000,Yes,0,12,No,1,5/28/2024
L001038,3/15/2026,Logistics,Tamil Nadu,79,,Enterprise Outreach,1,7,38,7,17,13,4,0,Yes,98000,105000,Yes,0,1,No,0,
L015881,2/3/2024,IT Services,Punjab,102,Email Campaign,Webinar,2,6,42,7,18,,4,0,No,87000,95000,Yes,0,3,Yes,0,
L004665,4/3/2024,Professional Services,Punjab,19,LinkedIn,Product Demo,3,5,31,8,16,7,2,1,Yes,55000,70000,No,0,17,No,1,5/15/2024
L006033,1/22/2025,Logistics,Odisha,72,Website,,1,2,32,3,786,11,2,2,No,82000,100000,Yes,0,2,No,0,
L009533,1/17/2024,Logistics,Odisha,266,Email Campaign,Product Demo,7,7,12,44,107,,3,7,Yes,140000,110000,No,1,10,Yes,1,2/11/2024
L019763,11/16/2024,Logistics,Andhra Pradesh,3,Website,Enterprise Outreach,,6,24,12,24,6,2,,No,47000,35000,No,0,8,No,0,
L008419,3/21/2024,Financial Services,Telangana,39,Partner,Content Marketing,4,2,23,13,27,8,,1,Yes,65000,60000,Yes,1,6,No,0,
L006248,5/5/2024,Financial Services,Kerala,20159,Email Campaign,Free Trial,4,6,37,16,46,,3,2,Yes,46000,65000,No,0,6,Yes,0,
L004826,4/14/2024,Education,Kerala,60,Google Ads,Enterprise Outreach,2,4,30,5,15,6,2,1,No,65000,60000,No,0,1,No,0,
L001086,8/21/2026,Education,Tamil Nadu,118,Referral,Enterprise Outreach,3,8,19,10,30,5,1,1,Yes,76000,100000,No,0,6,Yes,1,9/15/2026
L003501,5/14/2026,Manufacturing,Telangana,170,LINKEDIN,Product Demo,7,14,8,33,51,12,2,6,Yes,106000,90000,Yes,1,,No,1,5/30/2026
L007313,6/8/2026,Healthcare,Telangana,23,Website,Content Marketing,3,,24,19,35,12,1,4,Yes,54000,65000,No,0,7,No,1,7/24/2026
L014264,4/2/2024,Healthcare,Rajasthan,64,LinkedIn,Webinar,2,5,52,16,37,10,2,4,No,77000,100000,No,0,3,No,0,
L002969,8/12/2026,Telecommunications,Rajasthan,3,Referral,Free Trial,5,6,31,29,70,,1,6,Yes,,45000,No,1,9,No,0,
L011356,3/8/2024,Financial Services,Odisha,56,linkedin,Webinar,3,6,14,24,47,10,1,3,No,,70000,No,2,7,No,0,
L014911,1/10/2024,IT Services,Kerala,29,WEBINAR,Product Demo,6,13,,50,131,9,3,6,Yes,59000,40000,Yes,0,16,No,1,1/28/2024
L003114,1/24/2024,Real Estate,Maharashtra,43,LinkedIn,Webinar,4,7,36,14,26,9,1,4,No,61000,55000,Yes,0,5,No,0,
L016526,2/15/2025,Healthcare,Madhya Pradesh,40,Google Ads,Product Demo,3,7,34,12,,6,1,3,No,70000,65000,No,0,6,No,0,
L009898,8/18/2024,Real Estate,Andhra Pradesh,33,Referral,Product Demo,1,0,10,5,11,10,1,1,Yes,52000,55000,No,0,2,No,0,
L004875,1/4/2025,Financial Services,Rajasthan,22,Webinar,Enterprise Outreach,5,9,16,26,39,8,2,5,No,58000,65000,No,0,14,Yes,1,2/14/2025
L016148,6/17/2024,Professional Services,Uttar Pradesh,256,Google Ads,Free Trial,2,6,32,10,22,8,,,No,,155000,No,0,,No,0,
L001611,11/5/2025,Healthcare,Karnataka,85,Partner,Free Trial,7,18,11,55,120,7,2,6,Yes,88000,65000,Yes,2,9,Yes,1,11/27/2025
L000124,4/3/2025,Real Estate,Delhi,96, Google Ads,Content Marketing,5,13,28,-13,26,12,1,3,No,87000,75000,No,0,3,No,0,
L012600,6/1/2024,Manufacturing,Gujarat,123,LinkedIn,Product Demo,8,17,3,60,77,9,2,11,No,107000,120000,Yes,2,10,No,1,6/15/2024
L001681,2/13/2026,Real Estate,Rajasthan,49,Webinar,Product Demo,,8,38,15,27,7,2,3,Yes,74000,60000,Yes,2,9,No,0,
L010746,8/1/2024,Telecommunications,Delhi,37623,Website,Content Marketing,2,6,14,11,22,10,3,2,No,742000,1050000,Yes,1,2,Yes,0,
L002667,4/12/2026,IT Services,Tamil Nadu,13,LinkedIn,Webinar,3,8,46,13,,8,135,3,No,51000,80000,No,0,7,No,0,
L016159,4/30/2026,,Uttar Pradesh,248,Email Campaign,Webinar,3,4,24,23,53,8,1,3,Yes,192000,140000,Yes,0,8,No,0,
L004976,7/22/2026,Healthcare,Punjab,43,Referral,Content Marketing,5,8,9,26,37,9,3,5,No,63000,85000,Yes,0,10,No,1,8/26/2026
L010436,4/12/2025,Healthcare,Maharashtra,104,Website,Webinar,6,13,20,28,53,,3,5,Yes,95000,135000,Yes,1,11,No,0,
L007957,8/15/2024,Professional Services,Delhi,44,Google Ads,Free Trial,0,0,40,2,6,,2,1,No,63000,50000,Yes,0,1,No,0,
L005127,4/8/2025,Healthcare,Punjab,82,Referral,Enterprise Outreach,4,8,52,8,25,11,3,,Yes,105000,155000,No,0,4,Yes,1,5/7/2025
L005752,6/6/2025,Logistics,Punjab,18,Referral,Webinar,3,6,25,,6,13,1,2,No,53000,75000,Yes,0,2,No,0,
L000656,9/7/2025,Logistics,Gujarat,76,Google Ads,Content Marketing,1,1,24,7,12,10,3,1,No,64000,,No,0,5,No,0,
L004622,6/24/2024,Telecommunications,Kerala,34,Website,Webinar,3,9,28,13,32,6,0,3,Yes,,85000,No,1,5,No,0,
L011413,1/25/2025,Logistics,Kerala,96,Google ads,Webinar,2,4,421,7,12,10,1,2,Yes,88000,95000,No,0,3,No,1,3/14/2025
L019924,5/2/2024,Financial Services,Punjab,38,Email Campaign,Webinar,1,4,20,24,57,8,2,6,Yes,75000,,Yes,0,9,Yes,0,
L005218,5/28/2025,Telecommunications,Punjab,69,Email campaign ,Enterprise Outreach,7,14,34,34,66,13,3,6,Yes,83000,90000,No,2,11,Yes,1,6/17/2025
L001535,4/17/2024,Retail,West Bengal,7,Email Campaign,Enterprise Outreach,1,4,41,,,5,1,0,No,48000,55000,No,0,2,No,0,
L000128,1/14/2026,Professional Services,Delhi,110,Google Ads,Free Trial,7,15,,59,110,,1,11,Yes,122000,150000,No,0,18,No,0,
L014953,4/1/2025,Manufacturing,Haryana,68,Website,Enterprise Outreach,2,7,38,10,14,,4,1,No,82000,65000,No,0,3,No,0,
L003875,2/11/2024,Telecommunications,Gujarat,38,Partner,Content Marketing,5,6,37,9,,12,2,2,No,,110000,No,0,4,No,0,
L008041,9/26/2025,Telecommunications,Delhi,12,LinkedIn,Product Demo,2,8,36,10,,5,0,0,No,52000,80000,Yes,0,5,No,0,
L004974,8/15/2025,IT Services,West Bengal,140,LinkedIn,Product Demo,4,5,32,17,25,7,3,4,No,113000,,No,1,10,No,0,
L008480,4/11/2026,Education,Karnataka,35,LinkedIn,Free Trial,3,5,,15,19,8,,61,Yes,59000,55000,No,0,3,Yes,0,
L003601,5/11/2024,IT Services,Andhra Pradesh,32,LinkedIn,Content Marketing,2,9,42,9,14,10,3,3,No,62000,90000,No,1,4,No,0,
L004365,5/27/2025,Logistics,Tamil Nadu,29,LinkedIn,Content Marketing,9,9,4,60,129,11,2,11,Yes,58000,40000,No,3,37,Yes,1,6/25/2025
L002675,12/30/2024,Professional Services,Tamil Nadu,309,Referral,Free Trial,4,12,34,10,25,16,2,2,Yes,164000,185000,Yes,1,2,No,0,
L004985,9/23/2025,,Rajasthan,35,Google Ads,Product Demo,4,10,31,,64,,4,3,Yes,,55000,No,2,10,No,1,11/9/2025
